Test;Model;Aggregation;ConfidenceLevel;DatasetDim;KFolds;;Accuracy;;Error;Precision;;;Recall;;;F-Measure;;;PR AUC;;;Sensitivity;;;Specificity;;;TP-Rate;;;FP-Rate;;;ROC AUC;;;Brier;Avg learning time;Var learning time;Avg inference time; Var inference time;
;;;;;;lower bound;;upper bound;;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;;;;;;
210706_0205_Test;M0_ACTNB4-LL;;90%;4266;1;0.7309397159418912;0.7532833020637899;0.7743442324666527;0.2467166979362101;0.9791666666666666;0.21428571428571427;0.7257709251101322;0.834319526627219;0.01276595744680851;0.9954682779456193;0.9009584664536742;0.02409638554216867;0.8394904458598726;0.9384428038635884;0.43447297229512205;0.9795057882518875;0.834319526627219;0.01276595744680851;0.9954682779456193;0.9966555183946488;0.98676293622142;0.38366336633663367;0.834319526627219;0.01276595744680851;0.9954682779456193;0.0033444816053511705;0.013237063778580024;0.6163366336633663;0.996121192931072;0.839531966100827;0.957991833926595;0.1205392451363782;1.056;;1.6697936210131344E-4;1.390972547335529E-7;
