Test;Model;Aggregation;ConfidenceLevel;DatasetDim;KFolds;;Accuracy;;Error;Precision;;;Recall;;;F-Measure;;;PR AUC;;;Sensitivity;;;Specificity;;;TP-Rate;;;FP-Rate;;;ROC AUC;;;Brier;Avg learning time;Var learning time;Avg inference time; Var inference time;
;;;;;;lower bound;;upper bound;;A;B;C;A;B;C;A;B;C;A;B;C;A;B;C;A;B;C;A;B;C;A;B;C;A;B;C;;;;;;
210704_2310_Test;M0_CTNB;;90%;2000;1;0.38421649085800536;0.42;0.4566447759231119;0.5800000000000001;0.5649717514124294;0.3620689655172414;0.31543624161073824;0.4329004329004329;0.4090909090909091;0.40869565217391307;0.49019607843137253;0.3841463414634147;0.3560606060606061;0.5594027862445724;0.3375723441100566;0.370422403433686;0.4329004329004329;0.4090909090909091;0.40869565217391307;0.7137546468401488;0.6791907514450868;0.7350649350649351;0.4329004329004329;0.4090909090909091;0.40869565217391307;0.2862453531598513;0.3208092485549133;0.2649350649350649;0.6150082878707414;0.5569777043765483;0.6014003387916431;0.5076717287792611;0.895;;0.001720000000000001;2.7589599999999645E-5;
