Test;Model;Aggregation;ConfidenceLevel;DatasetDim;KFolds;;Accuracy;;Error;Precision;;;Recall;;;F-Measure;;;PR AUC;;;Sensitivity;;;Specificity;;;TP-Rate;;;FP-Rate;;;ROC AUC;;;Brier;Avg learning time;Var learning time;Avg inference time; Var inference time;
;;;;;;lower bound;;upper bound;;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;;;;;;
210705_0407_Test;M0_CTBNC8-LL;;90%;4266;1;0.596293029392251;0.6210131332082551;0.6451204126251643;0.37898686679174487;NaN;NaN;0.6210131332082551;0.0;0.0;1.0;NaN;NaN;0.7662037037037037;0.3417803494900906;0.34646165515245336;0.7075432341588115;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.5555500583800044;0.48638912358860126;0.47633932577547783;0.23575638458228446;6.229;;3.273921200750471E-4;4.4997562383619E-6;
