Test;Model;Aggregation;ConfidenceLevel;DatasetDim;KFolds;;Accuracy;;Error;Precision;;;Recall;;;F-Measure;;;PR AUC;;;Sensitivity;;;Specificity;;;TP-Rate;;;FP-Rate;;;ROC AUC;;;Brier;Avg learning time;Var learning time;Avg inference time; Var inference time;
;;;;;;lower bound;;upper bound;;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;;;;;;
210614_1645_Test;M0_CTNB;;90%;4266;1;0.596293029392251;0.6210131332082551;0.6451204126251643;0.37898686679174487;NaN;NaN;0.6210131332082551;0.0;0.0;1.0;NaN;NaN;0.7662037037037037;0.3342473661423005;0.16160323842318072;0.6433119550091897;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.5048023325615298;0.3573853598586681;0.5566970027818492;0.36171292182298054;0.315;;2.4859287054409016E-4;3.817188451506331E-6;
