Test;Model;Aggregation;ConfidenceLevel;DatasetDim;KFolds;;Accuracy;;Error;Precision;;;Recall;;;F-Measure;;;PR AUC;;;Sensitivity;;;Specificity;;;TP-Rate;;;FP-Rate;;;ROC AUC;;;Brier;Avg learning time;Var learning time;Avg inference time; Var inference time;
;;;;;;lower bound;;upper bound;;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;;;;;;
210704_2312_Test;M0_CTNB;;90%;4031;1;0.8443099882557706;0.8630952380952381;0.8799362137988774;0.13690476190476186;0.9545454545454546;0.8407494145199064;1.0;0.35294117647058826;0.9972222222222222;0.650887573964497;0.5153374233128835;0.912325285895807;0.7885304659498209;0.8970911213057171;0.8002401028008386;0.8454530457897496;0.35294117647058826;0.9972222222222222;0.650887573964497;0.9977502812148481;0.5277777777777778;1.0;0.35294117647058826;0.9972222222222222;0.650887573964497;0.0022497187851518562;0.4722222222222222;0.0;0.9762503426567477;0.7988208912037037;0.8634715884647122;0.15941632215950433;0.43;;3.3035714285714303E-4;4.536697491496641E-6;
