Test;Model;Aggregation;ConfidenceLevel;DatasetDim;KFolds;;Accuracy;;Error;Precision;;Recall;;F-Measure;;PR AUC;;Sensitivity;;Specificity;;TP-Rate;;FP-Rate;;ROC AUC;;Brier;Avg learning time;Var learning time;Avg inference time; Var inference time;
;;;;;;lower bound;;upper bound;;A;B;A;B;A;B;A;B;A;B;A;B;A;B;A;B;A;B;;;;;;
210614_1744_Test;M0_CTBNC4-LL;;90%;2000;1;0.7921488901181534;0.822;0.8483845110878496;0.17800000000000005;0.8852459016393442;0.7230769230769231;0.8333333333333334;0.8011363636363636;0.8585055643879173;0.7601078167115903;0.9469822487707834;0.8503901335944544;0.8333333333333334;0.8011363636363636;0.8011363636363636;0.8333333333333334;0.8333333333333334;0.8011363636363636;0.19886363636363635;0.16666666666666666;0.9081439393939394;0.9081439393939394;0.16425947579211259;147.622;;9.200000000000007E-4;2.815999999999993E-7;
