Test;Model;Aggregation;ConfidenceLevel;DatasetDim;KFolds;;Accuracy;;Error;Precision;;;Recall;;;F-Measure;;;PR AUC;;;Sensitivity;;;Specificity;;;TP-Rate;;;FP-Rate;;;ROC AUC;;;Brier;Avg learning time;Var learning time;Avg inference time; Var inference time;
;;;;;;lower bound;;upper bound;;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;;;;;;
210706_0205_Test;M0_ACTNB4-LL;;90%;4208;1;0.9942710810074548;0.9980988593155894;0.9993707254854969;0.0019011406844106071;1.0;1.0;0.9967105263157895;0.9871794871794872;1.0;1.0;0.9935483870967742;1.0;0.99835255354201;0.9999188575137942;1.0;0.9999945718256036;0.9871794871794872;1.0;1.0;1.0;1.0;0.9955156950672646;0.9871794871794872;1.0;1.0;0.0;0.0;0.004484304932735426;0.9999856913919414;1.0;0.9999926001568766;9.677756667232757E-4;0.253;;2.0342205323193932E-4;1.6394266217525084E-7;
