Test;Model;Aggregation;ConfidenceLevel;DatasetDim;KFolds;;Accuracy;;Error;Precision;;;Recall;;;F-Measure;;;PR AUC;;;Sensitivity;;;Specificity;;;TP-Rate;;;FP-Rate;;;ROC AUC;;;Brier;Avg learning time;Var learning time;Avg inference time; Var inference time;
;;;;;;lower bound;;upper bound;;A;B;C;A;B;C;A;B;C;A;B;C;A;B;C;A;B;C;A;B;C;A;B;C;A;B;C;;;;;;
210615_1106_Test;M0_CTNB;;90%;2000;1;0.30997663394222386;0.344;0.3797028362809548;0.656;0.3148148148148148;0.34831460674157305;0.36875;0.3422818791946309;0.36470588235294116;0.3259668508287293;0.3279742765273312;0.3563218390804597;0.3460410557184751;0.31772015386446045;0.34065501408959126;0.3839110952050302;0.3422818791946309;0.36470588235294116;0.3259668508287293;0.6837606837606838;0.6484848484848484;0.6833855799373041;0.3422818791946309;0.36470588235294116;0.3259668508287293;0.3162393162393162;0.3515151515151515;0.3166144200626959;0.5265492648042983;0.4877361853832442;0.5046848750411334;0.5305783330550987;1.148;;0.0013840000000000011;1.6492543999999897E-5;
