Test;Model;Aggregation;ConfidenceLevel;DatasetDim;KFolds;;Accuracy;;Error;Precision;;;Recall;;;F-Measure;;;PR AUC;;;Sensitivity;;;Specificity;;;TP-Rate;;;FP-Rate;;;ROC AUC;;;Brier;Avg learning time;Var learning time;Avg inference time; Var inference time;
;;;;;;lower bound;;upper bound;;A;B;C;A;B;C;A;B;C;A;B;C;A;B;C;A;B;C;A;B;C;A;B;C;A;B;C;;;;;;
210705_0653_Test;M0_CTNB;;90%;2000;1;0.3274757349486711;0.362;0.39800995024875624;0.638;0.33707865168539325;0.4624277456647399;0.2751677852348993;0.40540540540540543;0.38095238095238093;0.2887323943661972;0.36809815950920244;0.41775456919060056;0.281786941580756;0.36688897143545013;0.4488522550639284;0.30757069858825686;0.40540540540540543;0.38095238095238093;0.2887323943661972;0.6647727272727273;0.6793103448275862;0.6983240223463687;0.40540540540540543;0.38095238095238093;0.2887323943661972;0.3352272727272727;0.32068965517241377;0.3016759776536313;0.5654752764127764;0.5649589490968802;0.5069832402234636;0.5525733731562078;0.909;;0.0011860000000000009;1.5839404000000028E-5;
