Test;Model;Aggregation;ConfidenceLevel;DatasetDim;KFolds;;Accuracy;;Error;Precision;;Recall;;F-Measure;;PR AUC;;Sensitivity;;Specificity;;TP-Rate;;FP-Rate;;ROC AUC;;Brier;Avg learning time;Var learning time;Avg inference time; Var inference time;
;;;;;;lower bound;;upper bound;;A;B;A;B;A;B;A;B;A;B;A;B;A;B;A;B;A;B;;;;;;
210705_0727_Test;M0_CTNB;;90%;2000;1;0.5756400230152586;0.612;0.6471542034911772;0.388;0.6588628762541806;0.5422885572139303;0.6816608996539792;0.5165876777251185;0.6700680272108843;0.529126213592233;0.7012980962422376;0.5489236549834213;0.6816608996539792;0.5165876777251185;0.5165876777251185;0.6816608996539792;0.6816608996539792;0.5165876777251185;0.4834123222748815;0.31833910034602075;0.6383837058659538;0.6383837058659538;0.36322565258578193;0.956;;8.280000000000005E-4;1.160241599999991E-5;
