Test;Model;Aggregation;ConfidenceLevel;DatasetDim;KFolds;;Accuracy;;Error;Precision;;;Recall;;;F-Measure;;;PR AUC;;;Sensitivity;;;Specificity;;;TP-Rate;;;FP-Rate;;;ROC AUC;;;Brier;Avg learning time;Var learning time;Avg inference time; Var inference time;
;;;;;;lower bound;;upper bound;;A;B;C;A;B;C;A;B;C;A;B;C;A;B;C;A;B;C;A;B;C;A;B;C;A;B;C;;;;;;
210706_0311_Test;M0_ACTNB2-LL;;90%;2000;1;0.3489356707840048;0.384;0.42031316604861535;0.616;0.3619631901840491;0.4810810810810811;0.2894736842105263;0.39864864864864863;0.4238095238095238;0.30985915492957744;0.3794212218649518;0.4506329113924051;0.29931972789115646;0.36238279177204036;0.46202653473167;0.30677121299625354;0.39864864864864863;0.4238095238095238;0.30985915492957744;0.7045454545454546;0.6689655172413793;0.6983240223463687;0.39864864864864863;0.4238095238095238;0.30985915492957744;0.29545454545454547;0.3310344827586207;0.3016759776536313;0.5678938882063882;0.5769293924466338;0.5258674954756472;0.5325594740401933;52.701;;0.0010660000000000008;1.4577643999999984E-5;
