Test;Model;Aggregation;ConfidenceLevel;DatasetDim;KFolds;;Accuracy;;Error;Precision;;Recall;;F-Measure;;PR AUC;;Sensitivity;;Specificity;;TP-Rate;;FP-Rate;;ROC AUC;;Brier;Avg learning time;Var learning time;Avg inference time; Var inference time;
;;;;;;lower bound;;upper bound;;A;B;A;B;A;B;A;B;A;B;A;B;A;B;A;B;A;B;;;;;;
210704_2310_Test;M0_CTNB;;90%;2000;1;0.48323735878696084;0.52;0.5565473245177599;0.48;0.33181818181818185;0.6678571428571428;0.4397590361445783;0.5598802395209581;0.37823834196891193;0.6091205211726385;0.33107939575423156;0.6819842566327999;0.4397590361445783;0.5598802395209581;0.5598802395209581;0.43975903614457834;0.4397590361445783;0.5598802395209581;0.44011976047904194;0.5602409638554217;0.5124269533222712;0.5124269533222712;0.41468815305129586;0.687;;9.680000000000008E-4;4.269760000000016E-7;
