Test;Model;Aggregation;ConfidenceLevel;DatasetDim;KFolds;;Accuracy;;Error;Precision;;Recall;;F-Measure;;PR AUC;;Sensitivity;;Specificity;;TP-Rate;;FP-Rate;;ROC AUC;;Brier;Avg learning time;Var learning time;Avg inference time; Var inference time;
;;;;;;lower bound;;upper bound;;A;B;A;B;A;B;A;B;A;B;A;B;A;B;A;B;A;B;;;;;;
210614_1648_Test;M0_CTNB;;90%;2000;1;0.49322006360271414;0.53;0.566456961354367;0.47;0.4980694980694981;0.5643153526970954;0.5512820512820513;0.5112781954887218;0.5233265720081136;0.5364891518737672;0.48590688944476074;0.5788418275390326;0.5512820512820513;0.5112781954887218;0.5112781954887218;0.5512820512820513;0.5512820512820513;0.5112781954887218;0.48872180451127817;0.44871794871794873;0.5457875457875457;0.5457875457875457;0.40317801507242085;0.888;;9.060000000000007E-4;9.73716399999998E-6;
