Test;Model;Aggregation;ConfidenceLevel;DatasetDim;KFolds;;Accuracy;;Error;Precision;;;;Recall;;;;F-Measure;;;;PR AUC;;;;Sensitivity;;;;Specificity;;;;TP-Rate;;;;FP-Rate;;;;ROC AUC;;;;Brier;Avg learning time;Var learning time;Avg inference time; Var inference time;
;;;;;;lower bound;;upper bound;;A;B;C;D;A;B;C;D;A;B;C;D;A;B;C;D;A;B;C;D;A;B;C;D;A;B;C;D;A;B;C;D;A;B;C;D;;;;;;
210704_2310_Test;M0_CTNB;;90%;2000;1;0.69410145295243;0.728;0.7594439367213859;0.272;0.8865546218487395;0.20754716981132076;0.8248175182481752;0.4027777777777778;0.8084291187739464;0.4230769230769231;0.7018633540372671;0.5576923076923077;0.8456913827655311;0.27848101265822783;0.7583892617449665;0.4677419354838709;0.9227613411358172;0.15681775448282606;0.8555182624196447;0.46795382474572655;0.8084291187739464;0.4230769230769231;0.7018633540372671;0.5576923076923077;0.8870292887029289;0.9113924050632911;0.9292035398230089;0.9040178571428571;0.8084291187739464;0.4230769230769231;0.7018633540372671;0.5576923076923077;0.11297071129707113;0.08860759493670886;0.07079646017699115;0.09598214285714286;0.9142179259045512;0.8455047062641999;0.8867146704776563;0.8494591346153846;0.2528779040371692;1.039;;0.001360000000000001;3.6783999999999723E-6;
