Test;Model;Aggregation;ConfidenceLevel;DatasetDim;KFolds;;Accuracy;;Error;Precision;;Recall;;F-Measure;;PR AUC;;Sensitivity;;Specificity;;TP-Rate;;FP-Rate;;ROC AUC;;Brier;Avg learning time;Var learning time;Avg inference time; Var inference time;
;;;;;;lower bound;;upper bound;;A;B;A;B;A;B;A;B;A;B;A;B;A;B;A;B;A;B;;;;;;
210704_2311_Test;M0_CTNB;;90%;2000;1;0.828253617434095;0.856;0.8799137453899333;0.14400000000000002;0.9063545150501672;0.7810945273631841;0.8603174603174604;0.8486486486486486;0.8827361563517916;0.8134715025906736;0.9627904505119762;0.9056752892787806;0.8603174603174604;0.8486486486486486;0.8486486486486486;0.8603174603174604;0.8603174603174604;0.8486486486486486;0.15135135135135136;0.13968253968253969;0.938035178035178;0.936996996996997;0.1387456403855348;0.921;;0.0010320000000000008;6.794975999999946E-6;
