Test;Model;Aggregation;ConfidenceLevel;DatasetDim;KFolds;;Accuracy;;Error;Precision;;Recall;;F-Measure;;PR AUC;;Sensitivity;;Specificity;;TP-Rate;;FP-Rate;;ROC AUC;;Brier;Avg learning time;Var learning time;Avg inference time; Var inference time;
;;;;;;lower bound;;upper bound;;A;B;A;B;A;B;A;B;A;B;A;B;A;B;A;B;A;B;;;;;;
210705_0251_Test;M0_CTBNC2-LL;;90%;2000;1;0.8648486594705856;0.89;0.9109526649714678;0.10999999999999999;0.8373702422145328;0.9620853080568721;0.968;0.812;0.8979591836734693;0.8806941431670283;0.9304959274235735;0.9595052237062882;0.968;0.812;0.812;0.968;0.968;0.812;0.188;0.032;0.946352;0.946232;0.1056563775774972;99.478;;7.820000000000005E-4;1.1630475999999894E-5;
