Test;Model;Aggregation;ConfidenceLevel;DatasetDim;KFolds;;Accuracy;;Error;Precision;;;Recall;;;F-Measure;;;PR AUC;;;Sensitivity;;;Specificity;;;TP-Rate;;;FP-Rate;;;ROC AUC;;;Brier;Avg learning time;Var learning time;Avg inference time; Var inference time;
;;;;;;lower bound;;upper bound;;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;;;;;;
210610_0049_Test;M0_CTBNC2-LL;;90%;4266;1;0.704977486213635;0.7279549718574109;0.7497780673540544;0.27204502814258913;0.6735751295336787;0.5583756345177665;0.8893528183716075;0.7692307692307693;0.9361702127659575;0.6435045317220544;0.7182320441988951;0.699523052464229;0.7467134092900964;0.7903170071224277;0.7786743433867563;0.894025354534492;0.7692307692307693;0.9361702127659575;0.6435045317220544;0.9297658862876255;0.7906137184115524;0.8688118811881188;0.7692307692307693;0.9361702127659575;0.6435045317220544;0.07023411371237458;0.20938628158844766;0.1311881188118812;0.9538567084232121;0.901810174872622;0.8356820765158087;0.2670225135642341;561.728;;6.594746716697941E-4;9.87747589663787E-6;
